Name	University	Country	
Shmuel Onn	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Integer_programming;http://dbpedia.org/resource/Polynomial-time_algorithm_for_approximating_the_volume_of_convex_bodies;http://dbpedia.org/resource/Linear_programming;http://dbpedia.org/resource/Computational_problem
JoAnn M. Paul	University of Pennsylvania	US	http://dbpedia.org/resource/Lamprey;http://dbpedia.org/resource/Phenytoin;http://dbpedia.org/resource/Action_potential;http://dbpedia.org/resource/Potassium;http://dbpedia.org/resource/Axon
Pierre Senellart	AgroParisTech	FR	http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Web_application;http://dbpedia.org/resource/Web_crawler;http://dbpedia.org/resource/Data_management
Konstantin Makarychev	Fred Hutchinson Cancer Research Center	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Maxcut;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Constraint_Satisfaction_Problem;http://dbpedia.org/resource/Graph_partition
Margo Seltzer	Western Maryland College	US	http://dbpedia.org/resource/Virtual_machine;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Web_server;http://dbpedia.org/resource/Operating_system;http://dbpedia.org/resource/File_system
Dirk Vertigan	Southeastern Louisiana University	US	http://dbpedia.org/resource/Computational_complexity_theory
Joel H. Saltz	Ohio State University	US	http://dbpedia.org/resource/Parallel_processing;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Software_system;http://dbpedia.org/resource/Performance_Analysis_of_Telecommunication_Systems
Fabio Grandi	University of Bologna	IT	http://dbpedia.org/resource/XML;http://dbpedia.org/resource/Temporal_database;http://dbpedia.org/resource/E-Government;http://dbpedia.org/resource/Temporal_database
Anil Kumar	International Centre for Isclamic Science	GB	http://dbpedia.org/resource/Aldose_reductase;http://dbpedia.org/resource/Aldose_reductase_inhibitor
Bo Pang	ICT College	US	http://dbpedia.org/resource/Landing_page;http://dbpedia.org/resource/Sentiment_analysis;http://dbpedia.org/resource/Web_query_classification;http://dbpedia.org/resource/Search_advertising
Peng Sun	Duke University	US	http://dbpedia.org/resource/Decision_making;http://dbpedia.org/resource/Frank%E2%80%93Wolfe_algorithm
Frank Dürr	Universität Stuttgart	DE	http://dbpedia.org/resource/Energy_consumption
Peter Fischer	Missouri Tech	US	http://dbpedia.org/resource/Drug_design;http://dbpedia.org/resource/Virtual_screening;http://dbpedia.org/resource/Drug_Target_Insights;http://dbpedia.org/resource/In_vitro
Alberto Belussi	University of Verona	IT	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Spatial_data_infrastructure;http://dbpedia.org/resource/QUEL_query_languages
Anastasios Sidiropoulos	Seiwa College	JP	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Metric_space;http://dbpedia.org/resource/Planar_graph
T. P. Minka	School of Planning and Architecture	IN	
Manuel Blum	Carnegie Mellon University	US	http://dbpedia.org/resource/Computer_program;http://dbpedia.org/resource/Data_point;http://dbpedia.org/resource/Boolean_satisfiability_problem
D. Manocha	University of South Carolina	US	http://dbpedia.org/resource/Level_of_detail
Eric Xing	Carnegie Mellon University	US	http://dbpedia.org/resource/Structured_prediction;http://dbpedia.org/resource/Mixture_model;http://dbpedia.org/resource/Markov_random_field;http://dbpedia.org/resource/Graphical_models_for_protein_structure;http://dbpedia.org/resource/Support_vector_machine
Sang-Wook Kim	AISTEDA	RO	
Michal Koucký	McGill University	CA	http://dbpedia.org/resource/Circuit_complexity;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Polynomial_hierarchy;http://dbpedia.org/resource/Kolmogorov_complexity;http://dbpedia.org/resource/Computational_complexity_theory
Hyung-Jeong Yang	Chonnam National University	KR	http://dbpedia.org/resource/Decision_support_system;http://dbpedia.org/resource/Virtual_prototyping;http://dbpedia.org/resource/Knowledge_engineering;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Knowledge_acquisition
Bettina Kemme	McGill University	CA	http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Distributed_database
Slava Novgorodov	Tel Aviv University	IL	
Gregory R. Ganger	Carnegie Mellon University	US	http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Object_storage_device;http://dbpedia.org/resource/Distributed_Storage
Eran Halperin	Tel Aviv University	IL	http://dbpedia.org/resource/Maxcut;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Perfect_phylogeny;http://dbpedia.org/resource/Population_stratification;http://dbpedia.org/resource/Association_mapping
Geyong Min	University of Exeter	GB	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Local-area_networks;http://dbpedia.org/resource/Mesh_networking
Roger Weber	Jaypee Institute of Information Technology	IN	http://dbpedia.org/resource/Service-orientation
Tom Wexler	University of Marketing and Distribution Sciences	JP	http://dbpedia.org/resource/Network_design;http://dbpedia.org/resource/Nash_equilibrium;http://dbpedia.org/resource/Price_of_anarchy;http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Algorithmic_game_theory
Pauli Miettinen	Cleveland Institute of Art	US	http://dbpedia.org/resource/Matrix_decomposition;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Matrix_decomposition;http://dbpedia.org/resource/Random_walk
Aniruddha Bohra	Butler University	US	http://dbpedia.org/resource/File_system
Wayne Niblack	AISTEDA	RO	http://dbpedia.org/resource/Image_retrieval;http://dbpedia.org/resource/Computational_linguistics;http://dbpedia.org/resource/Natural_language_processing
Wook-Shin Han	Kyungpook National University	KR	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Graph_database;http://dbpedia.org/resource/XML_database;http://dbpedia.org/resource/Relevance_feedback
Hui Lu	University of Illinois	US	http://dbpedia.org/resource/Protein_folding
Cui Yu	Hunan University	CN	http://dbpedia.org/resource/Spinal_cord;http://dbpedia.org/resource/Hydrogen_peroxide;http://dbpedia.org/resource/Morphine
Andreas Maier	Universität Erfurt	DE	http://dbpedia.org/resource/Cleft_lip_and_palate;http://dbpedia.org/resource/Speech_disorder;http://dbpedia.org/resource/Head_and_neck_cancer;http://dbpedia.org/resource/Squamous-cell_carcinoma;http://dbpedia.org/resource/Oral_cavity_proper
Marianne Shaw	University of Washington	US	http://dbpedia.org/resource/Virtual_machine
Dinesh C. Verma	Phillips University	US	http://dbpedia.org/resource/Network_management;http://dbpedia.org/resource/Computer_network;http://dbpedia.org/resource/Quality_of_service
Chao Li	Lanzhou University	CN	http://dbpedia.org/resource/Scroll_compressor;http://dbpedia.org/resource/Finite_element_method;http://dbpedia.org/resource/Mathematical_model
Joseph Y. Halpern	Cornell University	US	http://dbpedia.org/resource/Theorem_prover;http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Bayesian_network;http://dbpedia.org/resource/Temporal_logic
Peter Buneman	Laboratory Institute of Merchandising	US	http://dbpedia.org/resource/XML
R. Unland	Universität Duisburg-Essen	DE	http://dbpedia.org/resource/Distributed_artificial_intelligence;http://dbpedia.org/resource/Business_process_orientation
Yossi Azar	Applied Science University	JO	http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Network_design
N. L. Sarda	Vellore Institute of Technology	IN	http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Database_management_system;http://dbpedia.org/resource/Business_process;http://dbpedia.org/resource/Query_language;http://dbpedia.org/resource/Usability_goals
Marcelo Arenas	University of Toronto	CA	http://dbpedia.org/resource/Data_exchange
Shihui Zheng	Wuyi University	CN	http://dbpedia.org/resource/Provably_secure_cryptographic_hash_function;http://dbpedia.org/resource/XML_database
Zohra Bellahsene	Troy University, Montgomery	US	http://dbpedia.org/resource/Semantic_integration;http://dbpedia.org/resource/Schema_matching;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Federated_database_system;http://dbpedia.org/resource/Data_warehouse
Hans Zeller	IE University	ES	http://dbpedia.org/resource/System_call
M. Tamer Özsu	University of Waterloo	CA	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Data_integration
George A. Mihaila	University of Toronto	CA	http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Query_language
Michael Hay	Cornell University	US	http://dbpedia.org/resource/Differential_privacy;http://dbpedia.org/resource/Degree_distribution
John Stivoric	Carnegie Mellon University	US	http://dbpedia.org/resource/Wearable_computer;http://dbpedia.org/resource/Wearable_computer;http://dbpedia.org/resource/Rapid_prototyping;http://dbpedia.org/resource/Pen_name
Aviv Nisgav	Tel Aviv University	IL	http://dbpedia.org/resource/Approximation_algorithm
Amir Epstein	Tel Aviv University	IL	http://dbpedia.org/resource/Price_of_anarchy;http://dbpedia.org/resource/Approximation_algorithm
Nancy S. Pollard	Brown University	US	http://dbpedia.org/resource/Autonomous_robot;http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Character_animation;http://dbpedia.org/resource/Object_manipulation
Ilkay Altintas	Athens Laboratory of Business Administration (ALBA)	GR	http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Scientific_workflow_system;http://dbpedia.org/resource/Data_model
Rui Zhu	Fudan University	CN	http://dbpedia.org/resource/Energy_transfer;http://dbpedia.org/resource/Polyfluorene
Gabriel Ghinita	AISTEDA	RO	http://dbpedia.org/resource/Access_control;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Transactional_data
Roberta Cochrane	Swiss Management Center	CH	http://dbpedia.org/resource/Aggregate_function
Sylvie Servigne	ENIC Telecom Lille 1	FR	http://dbpedia.org/resource/Information_systems
Wenjie Zhang	Beijing Forestry University	CN	http://dbpedia.org/resource/IL-17;http://dbpedia.org/resource/Immunohistochemistry;http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/STAT3;http://dbpedia.org/resource/Xinjiang
P. Narasimhan	Montana Tech	US	http://dbpedia.org/resource/Surgery;http://dbpedia.org/resource/Pancreatic_cancer
Jan Chomicki	Logistics Engineering University of PLA	CN	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_modeling
John Chuang	Coe College	US	http://dbpedia.org/resource/Splice_site_mutation
V. Watson	AISTEDA	RO	http://dbpedia.org/resource/Scientific_visualization;http://dbpedia.org/resource/Collaborative_Problem_Solving;http://dbpedia.org/resource/Discrete_choice;http://dbpedia.org/resource/Database_management_system
Lei Chen	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Graph_database;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Schema_matching
Dina Bitton	University of Illinois	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Database_design
Sudeepa Roy	University of Washington	US	http://dbpedia.org/resource/Confidentiality;http://dbpedia.org/resource/Data_item
AnHai Doan	Institute of Commonwealth Studies, University of London	GB	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Semantic_integration;http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Knowledge_base
Shuigeng Zhou	AISTEDA	RO	http://dbpedia.org/resource/Complex_network;http://dbpedia.org/resource/Scale-free_networks;http://dbpedia.org/resource/Information_retrieval
Yannis Papakonstantinou	Dr. Hari Singh Gour University, formerly University of Sagar	IN	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/XML_database;http://dbpedia.org/resource/Document_retrieval;http://dbpedia.org/resource/Data_integration
Michael J. Carey	Kharkiv State Technical University of Construction and Architecture	UA	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_system
Irfan Essa	Free University of Tbilisi	GE	http://dbpedia.org/resource/Computer_vision;http://dbpedia.org/resource/Activity_recognition;http://dbpedia.org/resource/Pattern_recognition;http://dbpedia.org/resource/Supervised_learning;http://dbpedia.org/resource/Feature_selection
Matthias Jarke	Warsaw School of Information Technology	PL	
Ofer Neiman	Princeton University	US	http://dbpedia.org/resource/Metric_space;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Euclidean_space
Jun Zhang	Nanyang Technological University	SG	http://dbpedia.org/resource/Hepatitis_E_virus;http://dbpedia.org/resource/Hepatitis_E;http://dbpedia.org/resource/Pharmacokinetics;http://dbpedia.org/resource/ELISA
Felix Fischer	London College of Science & Technology	GB	http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Social_choice_theory
Sriram Padmanabhan	University of Rhode Island	US	http://dbpedia.org/resource/Dynamic_Data_Exchange;http://dbpedia.org/resource/Parallel_database;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Data_integration
Rajeev Gandhi	Carnegie Mellon University	US	http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Embedded_system;http://dbpedia.org/resource/Cloud_computing
Stefan Steidl	Universität Flensburg	DE	http://dbpedia.org/resource/Speech_processing;http://dbpedia.org/resource/Speech_recognition;http://dbpedia.org/resource/Speech_synthesis;http://dbpedia.org/resource/Speech_technology;http://dbpedia.org/resource/Language_model
